tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Sulfitobacter alexandrii	sample_37	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter alexandrii
Sulfitobacter brevis	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter brevis
Sulfitobacter delicatus	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter delicatus
Sulfitobacter donghicola	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter donghicola
Sulfitobacter dubius	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter dubius
Sulfitobacter geojensis	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter geojensis
Sulfitobacter indolifex	sample_37	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter indolifex
Sulfitobacter litoralis	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter litoralis
Sulfitobacter mediterraneus	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter mediterraneus
Sulfitobacter pontiacus	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter pontiacus
Sulfitobacter pseudonitzschiae	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pseudosulfitobacter	Sulfitobacter pseudonitzschiae
Sulfitobacter sp.	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp.
Sulfitobacter sp. CB2047	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. CB2047
Sulfitobacter sp. EhC04	sample_37	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. EhC04
Sulfitobacter sp. JL08	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. JL08
Sulfitobacter sp. SK011	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. SK011
Sulfitobacter sp. SK012	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. SK012
Sulfitobacter sp. TMED3	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. TMED3
Sulfolobus islandicus	sample_37	1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus
Sulfuricaulis limicola	sample_37	5	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis	Sulfuricaulis limicola
Sulfuricella sp. T08	sample_37	2	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuricella	Sulfuricella sp. T08
Sulfuricurvum sp.	sample_37	5	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp.
Sulfuricurvum sp. 17-40-25	sample_37	7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. 17-40-25
Sulfuricurvum sp. MLSB	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. MLSB
Sulfuricurvum sp. PD_MW2	sample_37	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. PD_MW2
Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24	sample_37	7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24
Sulfuricurvum sp. RIFOXYD12_FULL_44_77	sample_37	7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD12_FULL_44_77
Sulfuricurvum sp. RIFOXYD2_FULL_44_160	sample_37	5	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
Sulfurifustis variabilis	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	Sulfurifustis variabilis
Sulfurihydrogenibium azorense	sample_37	6	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
Sulfurimonas autotrophica	sample_37	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas autotrophica
Sulfurimonas sp.	sample_37	3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp.
Sulfurimonas sp. CG_4_10_14_3_um_filter_36_910	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. CG_4_10_14_3_um_filter_36_910
Sulfurimonas sp. RIFCSPLOWO2_12_36_12	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFCSPLOWO2_12_36_12
Sulfurimonas sp. RIFOXYD12_FULL_33_39	sample_37	3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFOXYD12_FULL_33_39
Sulfurimonas sp. RIFOXYD2_FULL_34_21	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFOXYD2_FULL_34_21
Sulfuritalea hydrogenivorans	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea	Sulfuritalea hydrogenivorans
Sulfurivirga caldicuralii	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Sulfurivirga	Sulfurivirga caldicuralii
Sulfurospirillum barnesii	sample_37	8	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum barnesii
Sulfurospirillum deleyianum	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum deleyianum
Sulfurospirillum halorespirans	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum halorespirans
Sulfurospirillum multivorans	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum multivorans
Sulfurospirillum sp. JPD-1	sample_37	6	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. JPD-1
Sulfurospirillum sp. SL2-1	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. SL2-1
Sulfurospirillum sp. SL2-2	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. SL2-2
Sulfurospirillum sp. UBA12182	sample_37	15	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. UBA12182
Sulfurovum lithotrophicum	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum lithotrophicum
Sulfurovum riftiae	sample_37	8	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum riftiae
Sulfurovum sp.	sample_37	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp.
Sulfurovum sp. AS07-7	sample_37	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. AS07-7
Sulfurovum sp. FS06-10	sample_37	3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. FS06-10
Sulfurovum sp. FS08-3	sample_37	21	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. FS08-3
Sulfurovum sp. PC08-66	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. PC08-66
Sulfurovum sp. UBA12169	sample_37	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. UBA12169
Sunxiuqinia dokdonensis	sample_37	233	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Sunxiuqinia	Sunxiuqinia dokdonensis
Superficieibacter electus	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Superficieibacter	Superficieibacter electus
Sutcliffiella cohnii	sample_37	17	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella cohnii
Sutcliffiella horikoshii	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii
Sutterellaceae bacterium	sample_37	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	NA	Sutterellaceae bacterium
Suttonella indologenes	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonella indologenes
Suttonella ornithocola	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonella ornithocola
Symbiobacterium thermophilum	sample_37	21	Bacteria	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
Synechococcus elongatus	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
Synechococcus lacustris	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus lacustris
Synechococcus sp. 60AY4M2	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. 60AY4M2
Synechococcus sp. CC9311	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9311
Synechococcus sp. CC9902	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9902
Synechococcus sp. JA-2-3B'a(2-13)	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-2-3B'a(2-13)
Synechococcus sp. KORDI-100	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-100
Synechococcus sp. KORDI-49	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-49
Synechococcus sp. MIT S9509	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. MIT S9509
Synechococcus sp. PCC 6312	sample_37	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
Synechococcus sp. PCC 7335	sample_37	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7335
Synechococcus sp. PCC 8807	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 8807
Synechococcus sp. RCC307	sample_37	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RCC307
Synechococcus sp. RS9916	sample_37	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9916
Synechococcus sp. SynAce01	sample_37	5	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. SynAce01
Synechococcus sp. WH 5701	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 5701
Synechococcus sp. WH 7805	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 7805
Synechococcus sp. WH 8016	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8016
Synechococcus sp. XM-24	sample_37	4	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. XM-24
Synechocystis sp. PCC 6714	sample_37	2	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6714
Synechocystis sp. PCC 6803	sample_37	19	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803
Synergistes jonesii	sample_37	11	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes jonesii
Synergistes sp. 3_1_syn1	sample_37	22	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes sp. 3_1_syn1
Synergistetes bacterium HGW-Synergistetes-1	sample_37	5	Bacteria	Synergistetes	NA	NA	NA	NA	Synergistetes bacterium HGW-Synergistetes-1
Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14	sample_37	2	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	NA	NA	Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14
Syntrophobotulus glycolicus	sample_37	23	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Syntrophobotulus	Syntrophobotulus glycolicus
Syntrophomonas wolfei	sample_37	17	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei
Syntrophomonas zehnderi	sample_37	15	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi
Syntrophotalea acetylenica	sample_37	5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica
Syntrophotalea acetylenivorans	sample_37	6	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenivorans
Syntrophotalea carbinolica	sample_37	2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica
Syntrophothermus lipocalidus	sample_37	1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus
Syntrophus aciditrophicus	sample_37	16	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
Syntrophus gentianae	sample_37	4	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus gentianae
Tabrizicola sp. TH137	sample_37	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	Tabrizicola sp. TH137
Tamilnaduibacter salinus	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Tamilnaduibacter	Tamilnaduibacter salinus
Tamlana carrageenivorans	sample_37	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana carrageenivorans
Tamlana nanhaiensis	sample_37	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana nanhaiensis
Tamlana sp. s12	sample_37	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana sp. s12
Tannerella forsythia	sample_37	28337	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
Tannerella serpentiformis	sample_37	43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella serpentiformis
Tannerella sp. 6_1_58FAA_CT1	sample_37	208	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. 6_1_58FAA_CT1
Tannerella sp. CAG:118	sample_37	9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. CAG:118
Tannerella sp. CAG:51	sample_37	21	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. CAG:51
Tannerella sp. oral taxon 808	sample_37	45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. oral taxon 808
Tanticharoenia sakaeratensis	sample_37	9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Tanticharoenia	Tanticharoenia sakaeratensis
Tardiphaga sp. OK245	sample_37	4	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. OK245
Tardiphaga sp. OK246	sample_37	4	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. OK246
Tateyamaria sp. ANG-S1	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tateyamaria	Tateyamaria sp. ANG-S1
Tatlockia micdadei	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Tatlockia micdadei
Tatumella citrea	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella citrea
Tatumella ptyseos	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella ptyseos
Tatumella sp. OPLPL6	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella sp. OPLPL6
Taylorella asinigenitalis	sample_37	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella asinigenitalis
Taylorella equigenitalis	sample_37	18	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis
Tenacibaculum dicentrarchi	sample_37	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum dicentrarchi
Tenacibaculum gallaicum	sample_37	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum gallaicum
Tenacibaculum holothuriorum	sample_37	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum holothuriorum
Tenacibaculum jejuense	sample_37	11	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum jejuense
Tenacibaculum mesophilum	sample_37	16	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum mesophilum
Tenacibaculum piscium	sample_37	30	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum piscium
Tenacibaculum soleae	sample_37	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum soleae
Tenacibaculum sp. 4G03	sample_37	16	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. 4G03
Tenacibaculum sp. Bg11-29	sample_37	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Bg11-29
Tenacibaculum sp. E3R01	sample_37	12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. E3R01
Tenacibaculum sp. MAR_2009_124	sample_37	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. MAR_2009_124
Tenacibaculum sp. MAR_2010_89	sample_37	15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. MAR_2010_89
Tenacibaculum sp. SZ-18	sample_37	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. SZ-18
Tenacibaculum todarodis	sample_37	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis
Tepidanaerobacter syntrophicus	sample_37	46	Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter syntrophicus
Tepidibacillus sp. HK-1	sample_37	12	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	Tepidibacillus sp. HK-1
Tepidibacter formicigenes	sample_37	62	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Tepidibacter	Tepidibacter formicigenes
Tepidibacter thalassicus	sample_37	46	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Tepidibacter	Tepidibacter thalassicus
Tepidicaulis marinus	sample_37	7	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Tepidicaulis	Tepidicaulis marinus
Tepidimicrobium xylanilyticum	sample_37	37	Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tepidimicrobium	Tepidimicrobium xylanilyticum
Tepidimonas fonticaldi	sample_37	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas fonticaldi
Tepidiphilus thermophilus	sample_37	5	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus thermophilus
Terasakiispira papahanaumokuakeensis	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	Terasakiispira	Terasakiispira papahanaumokuakeensis
Teredinibacter turnerae	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
Terrabacter sp. 28	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Terrabacter	Terrabacter sp. 28
Terrabacter sp. Root181	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Terrabacter	Terrabacter sp. Root181
Terrabacter sp. Soil810	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Terrabacter	Terrabacter sp. Soil810
Terrabacter sp. Soil811	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Terrabacter	Terrabacter sp. Soil811
Terribacillus aidingensis	sample_37	12	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus aidingensis
Terribacillus goriensis	sample_37	8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus goriensis
Terribacillus halophilus	sample_37	26	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus halophilus
Terribacillus saccharophilus	sample_37	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus saccharophilus
Terribacillus sp. 7520-G	sample_37	8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus sp. 7520-G
Terriglobus saanensis	sample_37	16	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis
Terrimicrobium sacchariphilum	sample_37	1	Bacteria	Verrucomicrobia	Terrimicrobia	Terrimicrobiales	Terrimicrobiaceae	Terrimicrobium	Terrimicrobium sacchariphilum
Terrimonas sp. NS-102	sample_37	2	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas sp. NS-102
Terrisporobacter glycolicus	sample_37	64	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
Terrisporobacter othiniensis	sample_37	197	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter othiniensis
Tersicoccus phoenicis	sample_37	4	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Tersicoccus	Tersicoccus phoenicis
Tersicoccus sp. Bi-70	sample_37	11	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Tersicoccus	Tersicoccus sp. Bi-70
Tessaracoccus aquimaris	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus aquimaris
Tessaracoccus bendigoensis	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus bendigoensis
Tessaracoccus flavescens	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus flavescens
Tessaracoccus flavus	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus flavus
