tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Streptomyces sp. TSRI0281	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TSRI0281
Streptomyces sp. TSRI0384-2	sample_17	6	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TSRI0384-2
Streptomyces sp. Termitarium-T10T-6	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Termitarium-T10T-6
Streptomyces sp. Tu 6176	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Tu 6176
Streptomyces sp. Tu6071	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Tu6071
Streptomyces sp. Tue 6075	sample_17	9	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Tue 6075
Streptomyces sp. Tue6028	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Tue6028
Streptomyces sp. VMFN-G11Ma	sample_17	19	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. VMFN-G11Ma
Streptomyces sp. WZ.A104	sample_17	13	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. WZ.A104
Streptomyces sp. XY006	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. XY006
Streptomyces sp. XY413	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. XY413
Streptomyces sp. XY533	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. XY533
Streptomyces sp. cf124	sample_17	9	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. cf124
Streptomyces sp. cf386	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. cf386
Streptomyces sp. ok210	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. ok210
Streptomyces sp. yr375	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. yr375
Streptomyces sparsogenes	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sparsogenes
Streptomyces stelliscabiei	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces stelliscabiei
Streptomyces subrutilus	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces subrutilus
Streptomyces sviceus	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sviceus
Streptomyces swartbergensis	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces swartbergensis
Streptomyces tateyamensis	sample_17	24	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tateyamensis
Streptomyces thermolilacinus	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermolilacinus
Streptomyces tirandamycinicus	sample_17	26	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tirandamycinicus
Streptomyces toyocaensis	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces toyocaensis
Streptomyces triticagri	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces triticagri
Streptomyces tsukubensis	sample_17	15	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tsukubensis
Streptomyces turgidiscabies	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces turgidiscabies
Streptomyces varsoviensis	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces varsoviensis
Streptomyces venezuelae	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae
Streptomyces vietnamensis	sample_17	7	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces vietnamensis
Streptomyces violaceusniger	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceusniger
Streptomyces virginiae	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae
Streptomyces viridifaciens	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridifaciens
Streptomyces viridochromogenes	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes
Streptomyces viridosporus	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridosporus
Streptomyces vitaminophilus	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces vitaminophilus
Streptomyces wuyuanensis	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces wuyuanensis
Streptomyces yanglinensis	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces yanglinensis
Streptomyces yokosukanensis	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces yokosukanensis
Streptomyces zinciresistens	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces zinciresistens
Streptomycetaceae bacterium MP113-05	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	NA	Streptomycetaceae bacterium MP113-05
Streptosporangium canum	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium canum
Streptosporangium minutum	sample_17	7	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium minutum
Streptosporangium nondiastaticum	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium nondiastaticum
Streptosporangium roseum	sample_17	9	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum
Subdoligranulum sp. 4_3_54A2FAA	sample_17	118034	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
Subdoligranulum sp. AM16-9	sample_17	90343	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum sp. AM16-9
Subdoligranulum sp. AM23-21AC	sample_17	101471	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum sp. AM23-21AC
Subdoligranulum variabile	sample_17	1650	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile
Succinatimonas hippei	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei
Succiniclasticum ruminis	sample_17	76	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum ruminis
Suicoccus acidiformans	sample_17	10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Suicoccus	Suicoccus acidiformans
Sulfitobacter alexandrii	sample_17	9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter alexandrii
Sulfitobacter brevis	sample_17	21	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter brevis
Sulfitobacter delicatus	sample_17	10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter delicatus
Sulfitobacter donghicola	sample_17	16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter donghicola
Sulfitobacter dubius	sample_17	31	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter dubius
Sulfitobacter geojensis	sample_17	7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter geojensis
Sulfitobacter indolifex	sample_17	32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter indolifex
Sulfitobacter litoralis	sample_17	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter litoralis
Sulfitobacter marinus	sample_17	9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter marinus
Sulfitobacter mediterraneus	sample_17	24	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter mediterraneus
Sulfitobacter pontiacus	sample_17	14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter pontiacus
Sulfitobacter pseudonitzschiae	sample_17	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pseudosulfitobacter	Sulfitobacter pseudonitzschiae
Sulfitobacter sp.	sample_17	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp.
Sulfitobacter sp. EhC04	sample_17	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. EhC04
Sulfitobacter sp. JL08	sample_17	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. JL08
Sulfitobacter sp. NAS-14.1	sample_17	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. NAS-14.1
Sulfitobacter sp. SK011	sample_17	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. SK011
Sulfitobacter sp. SK012	sample_17	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. SK012
Sulfitobacter sp. SK025	sample_17	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp. SK025
Sulfolobus acidocaldarius	sample_17	1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
Sulfuricaulis limicola	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis	Sulfuricaulis limicola
Sulfuricella sp. T08	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuricella	Sulfuricella sp. T08
Sulfuricurvum kujiense	sample_17	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum kujiense
Sulfuricurvum sp. PC08-66	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. PC08-66
Sulfuricurvum sp. PD_MW2	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. PD_MW2
Sulfuricurvum sp. RIFOXYD12_FULL_44_77	sample_17	8	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD12_FULL_44_77
Sulfuricurvum sp. RIFOXYD2_FULL_44_160	sample_17	12	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
Sulfuriferula sp. AH1	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuriferula	Sulfuriferula sp. AH1
Sulfurifustis variabilis	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	Sulfurifustis variabilis
Sulfurihydrogenibium azorense	sample_17	3	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
Sulfurihydrogenibium sp.	sample_17	2	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium sp.
Sulfurimonas autotrophica	sample_17	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas autotrophica
Sulfurimonas denitrificans	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas denitrificans
Sulfurimonas sp.	sample_17	51	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp.
Sulfurimonas sp. CG07_land_8_20_14_0_80_36_56	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. CG07_land_8_20_14_0_80_36_56
Sulfurimonas sp. RIFCSPLOWO2_12_36_12	sample_17	8	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFCSPLOWO2_12_36_12
Sulfurimonas sp. RIFOXYB12_FULL_35_9	sample_17	26	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFOXYB12_FULL_35_9
Sulfurimonas sp. RIFOXYD12_FULL_33_39	sample_17	3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFOXYD12_FULL_33_39
Sulfurimonas sp. RIFOXYD2_FULL_34_21	sample_17	3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas sp. RIFOXYD2_FULL_34_21
Sulfuritalea hydrogenivorans	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea	Sulfuritalea hydrogenivorans
Sulfurivirga caldicuralii	sample_17	7	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Sulfurivirga	Sulfurivirga caldicuralii
Sulfurospirillum deleyianum	sample_17	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum deleyianum
Sulfurospirillum halorespirans	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum halorespirans
Sulfurospirillum multivorans	sample_17	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum multivorans
Sulfurospirillum sp. JPD-1	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. JPD-1
Sulfurospirillum sp. SCADC	sample_17	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. SCADC
Sulfurospirillum sp. UBA12182	sample_17	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp. UBA12182
Sulfurovum riftiae	sample_17	4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum riftiae
Sulfurovum sp.	sample_17	7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp.
Sulfurovum sp. 39-42-12	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. 39-42-12
Sulfurovum sp. AS07-7	sample_17	2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. AS07-7
Sulfurovum sp. FS06-10	sample_17	1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. FS06-10
Sulfurovum sp. FS08-3	sample_17	9	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp. FS08-3
Sunxiuqinia dokdonensis	sample_17	33	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Sunxiuqinia	Sunxiuqinia dokdonensis
Superficieibacter electus	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Superficieibacter	Superficieibacter electus
Sutcliffiella cohnii	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella cohnii
Sutcliffiella horikoshii	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii
Sutterellaceae bacterium	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	NA	Sutterellaceae bacterium
Suttonella indologenes	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonella indologenes
Suttonella ornithocola	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonella ornithocola
Symbiobacterium thermophilum	sample_17	25	Bacteria	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
Synechococcus elongatus	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
Synechococcus sp. 63AY4M2	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. 63AY4M2
Synechococcus sp. 65AY6A5	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. 65AY6A5
Synechococcus sp. 65AY6Li	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. 65AY6Li
Synechococcus sp. BL107	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. BL107
Synechococcus sp. JA-2-3B'a(2-13)	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-2-3B'a(2-13)
Synechococcus sp. JA-3-3Ab	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-3-3Ab
Synechococcus sp. KORDI-100	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-100
Synechococcus sp. KORDI-49	sample_17	22	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-49
Synechococcus sp. KORDI-52	sample_17	4	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-52
Synechococcus sp. MIT S9504	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. MIT S9504
Synechococcus sp. MIT S9508	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. MIT S9508
Synechococcus sp. MIT S9509	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. MIT S9509
Synechococcus sp. PCC 6312	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
Synechococcus sp. PCC 7117	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7117
Synechococcus sp. PCC 7335	sample_17	7	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7335
Synechococcus sp. RCC307	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RCC307
Synechococcus sp. RS9916	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9916
Synechococcus sp. RS9917	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9917
Synechococcus sp. SynAce01	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. SynAce01
Synechococcus sp. UTEX 2973	sample_17	2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. UTEX 2973
Synechococcus sp. WH 5701	sample_17	4	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 5701
Synechococcus sp. WH 8016	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8016
Synechococcus sp. WH 8020	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8020
Synechococcus sp. WH 8109	sample_17	1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8109
Synechococcus sp. XM-24	sample_17	7	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. XM-24
Synechocystis sp. PCC 6714	sample_17	6	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6714
Synechocystis sp. PCC 6803	sample_17	3	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803
Synergistales bacterium 58_81	sample_17	1	Bacteria	Synergistetes	Synergistia	Synergistales	NA	NA	Synergistales bacterium 58_81
Synergistes jonesii	sample_17	8	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes jonesii
Synergistes sp. 3_1_syn1	sample_17	70	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes sp. 3_1_syn1
Synergistetes bacterium HGW-Synergistetes-1	sample_17	13	Bacteria	Synergistetes	NA	NA	NA	NA	Synergistetes bacterium HGW-Synergistetes-1
Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14	sample_17	3	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	NA	NA	Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14
Syntrophobotulus glycolicus	sample_17	159	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Syntrophobotulus	Syntrophobotulus glycolicus
Syntrophomonas wolfei	sample_17	11	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei
Syntrophomonas zehnderi	sample_17	8	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi
Syntrophotalea acetylenica	sample_17	2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica
Syntrophotalea acetylenivorans	sample_17	56	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenivorans
Syntrophotalea carbinolica	sample_17	4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica
Syntrophothermus lipocalidus	sample_17	5	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus
Syntrophus aciditrophicus	sample_17	4	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
Syntrophus gentianae	sample_17	10	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus gentianae
Tabrizicola sp. TH137	sample_17	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	Tabrizicola sp. TH137
Taibaiella soli	sample_17	14	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella soli
Tamilnaduibacter salinus	sample_17	10	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Tamilnaduibacter	Tamilnaduibacter salinus
Tamlana carrageenivorans	sample_17	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana carrageenivorans
Tamlana nanhaiensis	sample_17	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana nanhaiensis
Tamlana sp. s12	sample_17	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana sp. s12
Tannerella forsythia	sample_17	10273	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
