Row.names	sample	project	db	Vregion	platform	workflow	mapq.filt	method	sample_name	bamfile	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	0.01	144991.62	Recall	0.0176470588235294	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	1e-04	816.4619	Recall	0.592105263157895	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.001	8164.619	Recall	0.243421052631579	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.01	81646.19	Recall	0.0723684210526316	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	1e-04	1535.1248	Recall	0.552884615384615	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.001	15351.248	Recall	0.245192307692308	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.01	153512.48	Recall	0.0625	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	1e-04	1428.1131	F1	0.299270072992701	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	0.001	14281.131	F1	0.272727272727273	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	0.01	142811.31	F1	0.152173913043478	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	1e-04	1473.9447	F1	0.347826086956522	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	0.001	14739.447	F1	0.262857142857143	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	0.01	147394.47	F1	0.062992125984252	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	1e-04	1509.5255	F1	0.391666666666667	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	0.001	15095.255	F1	0.389513108614232	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	0.01	150952.55	F1	0.106951871657754	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	1e-04	804.2287	F1	0.390977443609022	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	0.001	8042.287	F1	0.406926406926407	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	0.01	80422.87	F1	0.118421052631579	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	1e-04	1434.7729	F1	0.432291666666667	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	0.001	14347.729	F1	0.355140186915888	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	0.01	143477.29	F1	0.182926829268293	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	1e-04	1479.7374	F1	0.467640918580376	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	0.001	14797.374	F1	0.398576512455516	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	0.01	147973.74	F1	0.104761904761905	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	1e-04	1500.613	F1	0.473451327433628	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	0.001	15006.13	F1	0.319702602230483	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	0.01	150061.3	F1	0.0952380952380952	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	1e-04	1611.3965	F1	0.341708542713568	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	0.001	16113.965	F1	0.478632478632479	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	0.01	161139.65	F1	0.133333333333333	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	1e-04	753.6235	F1	0.4453125	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	0.001	7536.235	F1	0.389776357827476	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	0.01	75362.35	F1	0.143497757847534	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	1e-04	1465.4162	F1	0.461176470588235	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	0.001	14654.162	F1	0.308880308880309	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	0.01	146541.62	F1	0.0603015075376884	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	1e-04	1449.9162	F1	0.439276485788114	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	0.001	14499.162	F1	0.171428571428571	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	0.01	144991.62	F1	0.0340909090909091	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	1e-04	816.4619	F1	0.445544554455446	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.001	8164.619	F1	0.323144104803493	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.01	81646.19	F1	0.129411764705882	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	1e-04	1535.1248	F1	0.482180293501048	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.001	15351.248	F1	0.346938775510204	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.01	153512.48	F1	0.116591928251121	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	1e-04	1428.1131	F0.5	0.237819025522042	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	0.001	14281.131	F0.5	0.306122448979592	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	0.01	142811.31	F0.5	0.261194029850746	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	1e-04	1473.9447	F0.5	0.289855072463768	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	0.001	14739.447	F0.5	0.323943661971831	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_10	NA	0.01	147394.47	F0.5	0.122699386503067	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	1e-04	1509.5255	F0.5	0.329131652661064	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	0.001	15095.255	F0.5	0.451388888888889	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_15	NA	0.01	150952.55	F0.5	0.1953125	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	1e-04	804.2287	F0.5	0.326633165829146	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	0.001	8042.287	F0.5	0.450191570881226	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_17	sample_17.bam	0.01	80422.87	F0.5	0.218446601941748	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	1e-04	1434.7729	F0.5	0.371863799283154	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	0.001	14347.729	F0.5	0.435779816513761	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_20	NA	0.01	143477.29	F0.5	0.317796610169492	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	1e-04	1479.7374	F0.5	0.416976917349218	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	0.001	14797.374	F0.5	0.508166969147005	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_25	NA	0.01	147973.74	F0.5	0.205992509363296	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	1e-04	1500.613	F0.5	0.435313262815297	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	0.001	15006.13	F0.5	0.432595573440644	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_30	NA	0.01	150061.3	F0.5	0.191570881226054	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	1e-04	1611.3965	F0.5	0.277324632952692	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	0.001	16113.965	F0.5	0.491228070175439	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_35	NA	0.01	161139.65	F0.5	0.213675213675214	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	1e-04	753.6235	F0.5	0.393646408839779	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	0.001	7536.235	F0.5	0.467791411042945	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_37	sample_37.bam	0.01	75362.35	F0.5	0.273972602739726	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	1e-04	1465.4162	F0.5	0.433628318584071	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	0.001	14654.162	F0.5	0.429184549356223	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_5	NA	0.01	146541.62	F0.5	0.132743362831858	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	1e-04	1449.9162	F0.5	0.409441233140655	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	0.001	14499.162	F0.5	0.272727272727273	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_55	NA	0.01	144991.62	F0.5	0.077319587628866	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	1e-04	816.4619	F0.5	0.387931034482759	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.001	8164.619	F0.5	0.402173913043478	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_57	sample_57.bam	0.01	81646.19	F0.5	0.245535714285714	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	1e-04	1535.1248	F0.5	0.447819314641744	0.01%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.001	15351.248	F0.5	0.46195652173913	0.1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_60	NA	0.01	153512.48	F0.5	0.242537313432836	1%	Species
CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG	all_NCBI_genomes	WGS	Illumina	minitax	NA	BestAln	sample_1	NA	1e-04	1428.1131	Chi_stat	40.6915903323631	0.01%	Species
