dummy	species	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Ruminococcaceae bacterium YAD3003	162693	1047	1272	126526	189	2019	231890	157	114	5028	1258	632	18	5509	0	77	10239	1	0	217	0	35	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcaceae bacterium YRB3002	8461	209	81	12431	57143	118101	11757	154	100	59798	116	46	21	782	5696	11809	330	11	2	5983	3	5	0	0	0	4	31	77	0	0	0	0	33	0	0	0	0	0	0	0
TRUE	Ruminococcus albus	970	926	189	9012	163	1170	19183	3444	371738	86	2256	156	296	830	0	65	1474	130	23743	0	11	35	2	5	5	4	0	0	0	11	0	437	0	0	0	0	0	0	0	0
TRUE	Ruminococcus bromii	221	261	49	583	59	257	244	148	135	79	293	349	66	70	6	37	8	20	10	8	17	5	96	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus callidus	130	90	29	2931	28	176	309	449	507	11	70	29	60	462	2	16	40	26	17	0	6	7	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus flavefaciens	8763	23090	2982	11654	335	8818	22017	76536	47465	74	2735	146274	10275	741	0	383	1344	4140	3584	0	331	92	0	14423	622	11	0	20	15	23	137	35	0	29	17	7	0	152	7	13
TRUE	Ruminococcus gauvreauii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TRUE	Ruminococcus lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp.	97	71	61	125	61	68	88	92	385	23	165	46	66	0	0	2	0	3	45	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. 37_24	57	677	20	34	84	103	53	104	112	76	105	70	40	0	9	4	0	0	1	2	7	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. 5_1_39BFAA	365	12534	17	260	167	249	127	212	326	53	344	739	572	7	1	15	22	16	37	4	7	36	0	55	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF12-5	199	232	25	257	53	114	145	58	104	55	99	87	33	3	0	3	8	0	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF16-40	62	22	7	79	11	32	57	19	43	9	23	17	22	0	1	0	5	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF16-50	59	329	10	107	35	40	83	47	1344	5	135	21	22	2	1	0	4	2	45	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF17-11	87	56	60	125	52	64	61	45	58	19	80	140	62	2	1	9	5	4	2	0	3	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF17-1AC	24	20	6	99	6	11	17	19	170	8	54	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF17-24	12	14	5	112	9	8	16	24	151	12	58	4	7	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF17-6	13	17	3	123	1	13	11	22	161	11	58	2	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF17-6LB	18	15	5	114	4	13	11	24	149	23	74	2	7	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF18-29	67	77	14	139	72	54	62	153	237	5	364	279	21	1	10	2	4	2	4	1	1	4	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF19-15	61	98	19	19	9	39	37	38	282	3	165	14	33	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF19-4LB	42	93	8	456	47	107	21	29	59	23	36	42	10	12	7	14	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF21-11	46	42	11	31	6	38	27	118	276	4	137	12	13	0	0	2	0	7	5	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF24-16	56	68	5	601	29	53	8	23	43	6	21	21	22	15	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF25-13	201	295	51	3891	76	170	88	96	197	51	281	293	114	136	10	25	12	12	11	20	17	17	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF25-17	51	185	8	231	53	97	78	33	74	51	123	182	23	1	4	1	1	0	0	0	1	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF25-19	42	31	5	26	2	32	60	114	233	1	179	6	8	0	0	1	3	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF25-3LB	34	171	7	230	57	90	80	56	74	43	134	169	27	6	3	3	4	4	8	0	3	16	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF26-25AA	25	41	3	19	8	23	28	45	231	5	105	10	1	0	0	0	1	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF27-11AA	83	71	14	2056	26	61	14	13	157	8	18	11	30	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF27-12AA	102	74	11	2441	16	69	26	25	198	10	22	10	26	20	2	3	0	0	0	0	4	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF27-3	74	62	15	3082	28	66	20	41	182	12	26	14	36	46	0	1	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF31-14BH	26	196	4	790	29	59	37	23	93	26	48	40	7	13	1	1	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF31-8BH	858	2563	87	1039	584	1130	379	355	602	466	692	1165	108	15	20	61	15	18	35	36	18	123	0	192	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF32-2AC	65	118	110	733	26	104	60	36	126	19	86	126	143	44	1	8	2	3	8	1	3	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF34-12	77	85	33	42	2	132	178	348	573	4	193	10	49	0	0	8	8	25	12	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF37-20	31	116	5	48	9	160	182	553	637	5	200	19	21	2	0	7	5	29	25	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF37-3AC	16	17	2	72	11	10	22	6	13	4	21	7	4	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF42-10	85	51	18	88	25	61	67	85	40	34	174	222	30	2	0	7	3	4	3	12	3	14	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AF43-11	65	45	2	66	7	13	59	19	20	79	38	10	4	10	1	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM09-18-1	76	77	19	605	38	114	35	64	77	64	42	29	45	15	0	7	0	6	4	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM16-34	96	205	442	509	164	226	59	94	135	30	109	129	1076	1	5	9	3	3	11	1	10	5	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM22-14LB	66	56	18	2070	25	73	19	32	72	12	108	195	41	67	1	3	1	1	4	0	2	20	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM27-11LB	70	74	16	97	48	75	79	32	58	25	36	45	25	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM27-27	63	78	7	97	54	71	67	38	46	18	40	46	16	0	2	12	2	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM28-13	26	49	3	31	24	68	73	287	1910	5	125	10	7	0	0	2	0	15	185	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM28-29LB	174	56	34	98	46	95	150	40	75	34	757	945	75	1	1	3	1	0	3	6	3	91	0	109	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM29-1	37	89	8	255	42	82	19	19	37	16	24	45	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM29-10LB	44	101	10	264	40	87	23	29	36	23	30	45	7	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM29-19LB	40	84	3	313	42	96	25	28	47	26	34	40	13	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM29-1LB	30	105	7	339	49	97	15	25	47	29	50	43	8	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM29-5AC	25	101	4	344	51	99	28	32	58	25	43	46	11	1	0	4	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM31-32	19	16	3	30	12	12	17	8	13	2	10	4	4	0	1	0	3	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM33-14	35	195	14	1323	28	50	20	28	112	14	168	206	14	73	0	0	0	0	5	0	0	7	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM34-10LB	40	31	6	76	28	43	35	25	14	8	22	24	11	1	2	2	2	0	0	0	5	4	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM36-18	101	47	8	41	56	102	48	25	74	67	170	236	12	4	5	3	1	2	0	7	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM36-2AA	106	251	8	211	63	108	53	52	140	28	64	200	12	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM36-5	104	226	12	230	72	99	49	71	186	45	69	225	12	2	1	9	2	6	7	3	3	4	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM41-10BH	179	677	16	339	156	210	122	93	248	133	118	304	34	5	10	14	3	3	12	11	4	3	1	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM41-2AC	132	103	9	683	293	1276	22	35	57	18	26	37	46	17	28	141	0	3	5	0	2	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM43-6	25	49	2	75	4	31	68	61	351	4	119	5	4	12	0	0	4	3	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AM49-8	62	165	30	6876	35	89	16	22	181	21	29	35	43	464	1	0	0	0	17	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. AT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0
TRUE	Ruminococcus sp. CAG:108	19	5	4	17	8	8	20	2	5	6	9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:177	86	31	7	37	46	20	210	92	52	25	51	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:254	95	64	10	54	20	54	211	122	479	11	45	15	12	0	1	0	2	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:330	96	75	16	70	26	76	270	425	149	20	82	55	27	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:353	298	173	38	189	52	206	283	368	425	27	298	34	39	0	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:379	83	89	28	57	95	88	214	324	301	24	75	31	34	1	0	0	1	2	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:403	57	46	11	28	9	40	71	144	40	15	26	16	12	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:488	150	45	6	165	35	33	153	50	21	14	43	12	8	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:55	28	303	1	46	32	30	21	14	25	4	20	29	5	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:563	129	92	4	140	56	43	131	96	31	19	53	35	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:57	65	29	3	38	9	29	74	34	318	5	159	42	5	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:579	66	53	9	47	47	83	163	280	464	12	270	11	20	1	0	1	0	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:624	155	153	53	143	44	151	184	548	969	5	123	27	71	6	0	4	3	25	46	0	2	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. CAG:9	296	8884	13	102	92	116	57	101	112	18	161	402	183	0	0	0	6	3	4	0	0	12	0	24	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. DSM 100440	80	143	11	622	103	182	56	61	87	101	102	97	36	29	3	13	1	4	5	2	3	1	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. FC2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
TRUE	Ruminococcus sp. JC304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
TRUE	Ruminococcus sp. OF03-6AA	126	406	500	252	197	302	93	106	770	95	291	630	1176	5	9	15	5	5	23	6	6	13	0	47	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OF05-2BH	51	208	30	268	36	59	37	39	39	32	2214	3059	23	5	1	0	1	0	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM04-4AA	93	241	24	794	95	209	86	53	153	48	73	64	29	44	2	7	0	3	2	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM06-36AC	127	103	28	170	18	166	235	380	116	5	56	34	61	1	0	3	8	3	2	0	3	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM07-17	22	39	2	62	6	18	23	45	169	16	79	5	10	1	0	0	1	0	4	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM07-7	58	116	27	949	33	79	53	28	152	22	220	313	43	18	4	3	4	5	2	0	4	14	2	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM08-13AT	50	221	17	353	51	88	51	52	48	26	3133	4397	33	7	0	5	3	1	2	2	4	387	0	564	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. OM08-9BH	145	478	818	247	223	301	83	107	341	61	110	339	1148	3	6	19	4	2	25	1	2	4	0	25	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TF08-4	29	97	7	363	40	50	24	31	133	13	17	26	13	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TF10-12AC	20	49	5	164	9	22	3	2	77	6	14	7	5	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TF10-6	23	45	6	120	13	22	5	10	48	5	10	12	4	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TF12-19AC	67	27	7	105	16	40	43	8	11	14	11	10	8	1	3	9	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TF12-2	18	17	3	10	8	12	29	41	170	2	98	2	1	0	0	0	0	0	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. TM10-9AT	515	3725	85	1144	402	536	257	273	529	185	10469	16211	94	13	11	7	7	5	27	9	11	1368	0	2031	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ruminococcus sp. YE71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	4	8	0	0	0	8	0	6	3	15
TRUE	Ruminococcus sp. YE78	25301	340	1989	180831	122	644	12667	11991	29140	21	11999	7391	31388	17943	0	42	1211	1113	2455	0	18	1142	0	755	3126	15	0	0	35	5	0	0	0	0	0	0	0	0	0	0
TRUE	Runella aurantiaca	6	5	6	9	1	4	1	10	8	8	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Runella rosea	2	2	10	2	0	2	4	21	6	14	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Runella slithyformis	10	9	6	2	1	8	11	2	3	19	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharibacillus sp. O16	51	23	4	29	11	13	95	15	10	4	25	35	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharibacillus sp. O23	66	10	2	42	32	12	112	22	4	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharicrinis fermentans	9	35	49	7	5	13	7	10	11	2	2	14	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharobesus litoralis	0	5	4	4	2	1	2	4	5	1	12	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomonospora azurea	0	2	2	2	8	1	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomonospora cyanea	13	1	0	0	28	7	5	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomonospora glauca	3	2	2	2	13	2	19	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomonospora viridis	0	3	0	1	2	0	20	2	2	5	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomonospora xinjiangensis	4	2	0	0	14	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomyces cerevisiae	47	12	33	50	10	7	64	13	4	3	8	9	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	22	28	9	22	12	14	28	12	11	3	11	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomyces eubayanus	33	5	3	23	5	6	44	4	7	2	3	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharophagus degradans	3	1	5	0	2	4	0	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora antimicrobica	5	2	3	0	25	2	1	11	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora erythraea	5	5	1	0	14	1	3	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora flava	2	7	1	1	13	7	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora kobensis	4	1	1	0	11	5	17	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora rectivirgula	9	11	2	0	20	4	20	4	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora shandongensis	3	6	1	0	15	4	3	8	7	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharopolyspora spinosa	6	2	1	0	6	0	9	9	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharospirillum sp. MSK14-1	0	3	0	0	4	0	1	12	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharothrix carnea	2	1	2	4	14	6	7	5	3	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharothrix espanaensis	4	3	1	2	42	7	14	10	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharothrix sp. ALI-22-I	25	4	5	1	37	5	7	18	2	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
